,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
445,1,0,0,0,0.8333333333333333,1,1,0,1,1,0,1,1,1,0.8721393034825874,0.7359393030233096,1,0,1,0,1,0,0,0,0,1,0
446,1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.5104477611940299,0.005856219709208401,1,0,1,0,1,0,0,0,0,0,1
447,1,0,1,1,0.7222222222222222,1,1,0,0,0,0,0,0,1,0.06766169154228856,0.14440918532194788,0,0,0,1,0,0,1,1,0,0,0
448,0,0,1,1,0.1111111111111111,1,0,0,0,1,0,1,1,1,0.7611940298507465,0.08547772905608125,0,0,1,0,1,0,0,0,0,1,0
449,0,0,1,1,1.0,1,0,1,1,0,1,1,1,0,0.8681592039800997,0.8761539349180709,0,0,1,0,0,0,1,1,0,0,0
450,1,0,0,0,0.8888888888888888,1,1,0,0,0,0,0,0,0,0.06417910447761192,0.1873932610200785,0,0,0,1,0,1,0,0,0,0,1
451,1,1,0,0,0.3055555555555555,1,0,1,0,1,1,0,1,1,0.5124378109452737,0.17615970459266103,0,1,0,0,1,0,0,0,0,0,1
452,0,0,1,0,0.8333333333333333,0,0,0,1,1,1,1,1,1,0.4174129353233832,0.41121624740364654,0,1,0,0,1,0,0,1,0,0,0
453,1,0,1,1,0.38888888888888884,1,0,0,0,0,0,0,1,1,0.6248756218905474,0.2548234479575352,1,0,1,0,1,0,0,0,0,1,0
454,1,0,1,0,0.8472222222222222,1,1,0,0,0,0,0,0,0,0.06119402985074625,0.1614470343872606,0,0,0,1,0,0,1,0,0,0,1
455,1,0,0,0,0.3333333333333333,1,1,0,1,1,0,1,1,1,0.8547263681592042,0.2856969766905147,0,0,1,0,1,0,0,0,0,1,0
456,0,0,1,1,0.38888888888888884,1,0,0,1,1,1,1,0,0,0.7427860696517414,0.3172801753981076,0,0,1,0,0,1,0,1,0,0,0
457,1,0,1,1,0.41666666666666663,1,0,0,1,1,1,1,1,0,0.6223880597014926,0.27123240249249947,0,1,0,0,0,0,1,1,0,0,0
458,0,0,1,0,0.027777777777777776,1,0,0,0,0,0,0,0,0,0.017412935323383064,0.0022155550426955924,0,0,0,1,1,0,0,0,0,0,1
459,0,0,0,0,0.013888888888888888,1,1,0,0,0,0,0,0,1,0.5656716417910448,0.006496653588737596,0,0,1,0,1,0,0,0,0,1,0
460,0,0,0,1,0.08333333333333333,1,0,0,0,0,0,0,0,0,0.013930348258706458,0.0094738056773598,0,0,0,1,1,0,0,0,0,0,1
461,1,0,1,0,0.3333333333333333,1,0,0,1,0,0,1,1,1,0.509452736318408,0.1840814678052158,0,1,0,0,1,0,0,1,0,0,0
462,0,0,1,1,0.05555555555555555,1,1,0,0,1,0,1,1,0,0.8248756218905474,0.0423609508423725,1,0,1,0,1,0,0,0,0,1,0
463,0,0,0,0,0.09722222222222221,1,1,0,1,0,0,1,1,1,0.8114427860696519,0.0755192707131318,1,0,1,0,1,0,0,0,0,1,0
464,0,1,1,0,1.0,1,1,1,1,1,1,1,1,1,0.9731343283582091,0.9677013616432035,0,0,1,0,0,0,1,1,0,0,0
465,0,0,0,0,0.9722222222222222,0,0,0,0,0,1,0,1,1,0.21691542288557214,0.32090353104084934,0,1,0,0,0,0,1,0,0,0,1
466,0,1,1,0,0.8888888888888888,1,1,0,0,1,1,1,1,0,0.8343283582089555,0.7523251788599125,0,0,1,0,0,0,1,0,0,1,0
467,0,0,1,1,1.0,1,1,0,1,0,0,1,0,1,0.7109452736318409,0.7581525501961691,0,0,1,0,0,1,0,0,0,1,0
468,1,0,0,1,0.611111111111111,1,0,0,0,0,0,0,0,0,0.016417910447761173,0.09800369259173786,0,0,0,1,0,0,1,0,0,0,1
469,1,0,1,1,0.18055555555555555,1,0,0,0,0,0,0,1,0,0.37512437810945287,0.0825698130625433,1,1,0,0,1,0,0,0,0,1,0
470,1,1,0,0,0.2361111111111111,1,0,0,0,0,0,0,0,0,0.02388059701492535,0.035979690745441974,0,0,0,1,0,1,0,0,0,0,1
471,0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,1,1,0.3656716417910448,0.004177244403415648,1,1,0,0,1,0,0,0,0,1,0
472,0,0,1,0,0.125,1,0,0,0,1,0,1,1,1,0.5154228855721393,0.06295868912993309,0,1,0,0,1,0,0,0,0,0,1
473,0,0,1,0,0.3333333333333333,1,0,1,0,0,1,0,0,0,0.35174129353233835,0.14961343180244638,0,1,0,0,1,0,0,0,0,0,1
474,1,0,1,1,0.013888888888888888,1,0,0,1,0,0,0,0,1,0.5616915422885573,0.006450496192014773,1,0,1,0,1,0,0,0,0,1,0
475,0,0,0,0,0.3333333333333333,1,1,0,1,0,0,0,0,1,0.6169154228855722,0.21263558735287336,1,0,1,0,1,0,0,0,0,1,0
476,0,1,1,1,0.4861111111111111,1,0,0,1,0,1,1,1,1,0.5751243781094528,0.3148396030463882,0,1,0,0,1,0,0,0,0,1,0
477,1,0,1,1,0.09722222222222221,1,0,1,1,1,1,1,0,1,0.5716417910447762,0.061764366489729994,0,1,0,0,1,0,0,0,0,1,0
478,0,0,0,0,0.06944444444444445,1,0,0,0,0,1,1,1,1,0.774626865671642,0.0501500115393492,1,0,1,0,1,0,0,0,0,1,0
479,1,0,0,1,0.20833333333333331,1,0,0,0,0,0,0,0,0,0.5049751243781095,0.11262404800369262,1,0,1,0,1,0,0,1,0,0,0
480,0,0,1,1,0.15277777777777776,1,0,0,0,0,0,0,0,0,0.013930348258706458,0.023880683129471506,0,0,0,1,0,0,1,0,0,0,1
481,1,0,1,0,0.6666666666666666,0,0,1,0,1,0,0,1,1,0.2691542288557214,0.24534964228017547,1,1,0,0,1,0,0,1,0,0,0
482,1,1,0,0,0.2777777777777778,1,0,0,0,0,0,0,1,1,0.6288557213930349,0.19072236325871225,0,0,1,0,1,0,0,0,0,1,0
483,1,0,1,0,1.0,1,1,0,1,1,1,1,1,1,0.8980099502487565,0.921417032079391,0,0,1,0,0,1,0,1,0,0,0
484,1,0,1,1,0.1111111111111111,1,0,0,1,0,0,1,0,1,0.6497512437810946,0.07630394645741982,1,0,1,0,1,0,0,0,0,1,0
485,0,0,1,1,1.0,1,1,0,0,0,0,0,1,1,0.6592039800995025,0.7052907915993539,0,0,1,0,0,0,1,0,1,0,0
486,1,0,0,0,0.20833333333333331,1,1,0,1,0,0,1,1,1,0.8149253731343286,0.16111239326102011,0,0,1,0,1,0,0,0,0,1,0
487,0,0,0,0,1.0,1,1,0,1,1,1,1,1,1,0.7000000000000001,0.713495268866836,0,1,0,0,0,0,1,1,0,0,0
488,1,0,1,1,0.0,0,0,1,0,1,1,1,0,1,0.34129353233830845,,0,1,0,0,0,0,1,1,0,0,0
489,0,0,0,1,0.013888888888888888,1,1,0,0,0,0,0,0,1,0.5582089552238806,0.0064101084698823,1,0,1,0,1,0,0,0,0,1,0
490,0,0,1,1,0.875,1,1,0,1,1,0,1,1,1,0.8611940298507464,0.7591103161781678,0,0,1,0,0,0,1,1,0,0,0
491,1,0,0,0,0.027777777777777776,1,0,0,1,0,0,1,0,1,0.4054726368159205,0.011002769443803373,0,1,0,0,1,0,0,0,0,1,0
492,1,0,1,0,0.027777777777777776,1,0,1,0,0,0,0,0,1,0.5587064676616917,0.01391645511193169,1,0,1,0,1,0,0,0,0,1,0
493,0,1,1,0,0.8472222222222222,1,1,0,1,0,0,0,1,0,0.45572139303482595,0.4481652434802678,0,1,0,0,0,1,0,1,0,0,0
494,0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.02139303482587063,0.00018462958689129902,0,0,0,1,1,0,0,0,0,0,1
495,0,0,0,0,0.3055555555555555,0,0,0,1,1,0,0,1,1,0.25373134328358216,0.10210016155088857,1,1,0,0,0,1,0,1,0,0,0
496,0,0,1,0,0.38888888888888884,1,0,1,1,0,1,0,0,0,0.42437810945273635,0.2038829909993077,0,1,0,0,1,0,0,0,0,0,1
497,1,0,1,0,0.9722222222222222,1,0,0,0,0,0,0,0,0,0.015422885572139309,0.1591103161781676,0,0,0,1,0,0,1,1,0,0,0
498,1,1,0,0,0.06944444444444445,0,0,0,1,0,0,0,0,0,0.10149253731343286,0.012952919455342722,1,1,0,0,1,0,0,0,0,1,0
499,1,0,0,0,0.16666666666666666,1,1,1,1,1,0,0,1,1,0.8104477611940301,0.1407396722824833,1,0,1,0,1,0,0,1,0,0,0
500,0,0,0,0,0.4722222222222222,1,1,1,1,1,1,1,1,0,0.9751243781094528,0.44775559658435277,0,0,1,0,0,1,0,0,1,0,0
501,1,1,1,0,0.986111111111111,1,1,1,0,0,0,0,0,1,0.6213930348258707,0.6528040618509118,0,0,1,0,0,0,1,0,1,0,0
502,1,0,1,1,0.9722222222222222,1,1,1,0,0,0,0,1,0,0.4671641791044777,0.5220805446572814,0,1,0,0,0,1,0,1,0,0,0
503,1,0,1,1,0.7222222222222222,1,0,1,0,1,1,0,0,1,0.654726368159204,0.4971151627048236,0,0,1,0,1,0,0,1,0,0,0
504,0,0,0,1,0.9583333333333333,1,1,1,1,1,1,1,0,1,0.6089552238805971,0.6327890606969768,0,1,0,0,0,0,1,0,1,0,0
505,1,1,0,0,0.2777777777777778,1,1,0,1,1,0,0,1,1,0.7547263681592041,0.20350796215093475,1,0,1,0,1,0,0,0,0,1,0
506,0,0,0,1,0.15277777777777776,1,1,0,0,1,0,0,0,1,0.5945273631840797,0.09612277867528274,0,0,1,0,1,0,0,0,0,0,1
507,0,0,1,0,0.027777777777777776,1,0,0,0,0,1,1,1,1,0.7557213930348261,0.017159012231710135,1,0,1,0,1,0,0,0,0,1,0
508,1,0,1,1,0.08333333333333333,1,1,0,0,0,1,0,0,1,0.619402985074627,0.05585621970920842,1,0,1,0,1,0,0,0,0,1,0
509,1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.01592039800995027,0.00012116316639741506,0,0,0,1,1,0,0,0,0,0,1
510,0,1,1,1,0.2777777777777778,1,0,1,0,1,1,0,1,0,0.756716417910448,0.2076505885068083,0,0,1,0,0,1,0,0,1,0,0
511,0,0,0,0,0.8472222222222222,1,1,1,0,1,0,1,1,1,0.8776119402985078,0.7248269097622895,0,0,1,0,1,0,0,0,0,1,0
512,1,1,1,0,0.06944444444444445,1,1,0,0,0,0,0,0,1,0.5582089552238806,0.03646434341103163,1,0,1,0,1,0,0,0,0,1,0
513,1,0,0,0,0.7777777777777777,1,1,0,1,0,1,1,1,1,0.8676616915422887,0.6806081237018233,0,0,1,0,1,0,0,1,0,0,0
514,0,0,0,0,0.41666666666666663,1,1,1,1,1,1,0,0,1,0.7636815920398012,0.3269789983844912,0,0,1,0,1,0,0,0,1,0,0
515,0,0,0,0,0.5555555555555556,1,1,0,0,1,1,1,1,0,0.8611940298507464,0.4746307408262175,1,0,1,0,1,0,0,1,0,0,0
516,1,0,0,0,0.38888888888888884,1,0,1,0,0,1,0,0,0,0.3587064676616915,0.17626355873528737,0,1,0,0,0,1,0,0,0,0,1
517,1,1,1,0,0.06944444444444445,1,0,0,0,0,0,0,0,0,0.5154228855721393,0.03274867297484423,0,0,1,0,1,0,0,0,0,1,0
518,1,1,1,0,0.375,1,0,1,0,0,0,0,0,1,0.5666666666666668,0.2204650357719825,1,0,1,0,1,0,0,1,0,0,0
519,0,0,0,0,0.16666666666666666,1,0,0,0,0,0,0,0,0,0.017910447761194024,0.028461804754211867,0,0,0,1,1,0,0,0,1,0,0
520,0,0,1,1,0.9305555555555555,1,1,0,1,1,0,1,1,1,0.8671641791044779,0.8043676436648975,0,0,1,0,0,1,0,0,0,1,0
521,0,1,1,0,0.40277777777777773,1,1,0,0,0,0,0,0,1,0.3318407960199005,0.16422801753981078,0,1,0,0,1,0,0,0,0,1,0
522,0,0,1,1,0.7638888888888888,1,1,0,0,0,0,0,1,0,0.6691542288557215,0.5417262866374337,0,0,1,0,1,0,0,1,0,0,0
523,1,0,0,0,0.3194444444444444,1,1,0,0,0,0,0,0,0,0.5706467661691542,0.20076159704592667,1,0,1,0,1,0,0,1,0,0,0
524,0,0,1,0,0.4722222222222222,1,1,0,0,1,0,1,1,1,0.8139303482587066,0.3993999538426034,1,0,1,0,1,0,0,0,0,1,0
525,0,0,0,0,0.7222222222222222,1,0,1,0,1,0,1,0,0,0.7263681592039802,0.5445995845834296,0,0,1,0,0,1,0,0,0,1,0
526,0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,0.9701492537313435,0.9670378490653129,0,0,1,0,0,0,1,0,1,0,0
527,0,0,1,1,0.8055555555555555,1,1,0,1,0,1,1,0,1,0.7606965174129355,0.624457650588507,0,0,1,0,0,1,0,0,1,0,0
528,0,0,1,1,0.4861111111111111,1,0,0,0,0,0,0,0,0,0.013432835820895526,0.07710016155088856,0,0,0,1,0,0,1,0,0,0,1
529,1,1,0,0,0.7777777777777777,1,1,0,1,1,1,1,0,1,0.8124378109452739,0.6563004846526658,0,0,1,0,0,0,1,1,0,0,0
530,1,0,1,1,0.3333333333333333,1,0,0,0,0,0,0,0,1,0.028358208955223903,0.05444841910916226,0,0,0,1,0,0,1,0,1,0,0
531,0,0,1,1,0.9722222222222222,1,0,0,0,0,0,0,0,0,0.017910447761194024,0.15479459958458347,0,0,0,1,0,0,1,0,1,0,0
532,0,0,0,0,0.027777777777777776,1,0,0,0,0,0,1,0,1,0.6139303482587066,0.017960996999769215,0,0,1,0,1,0,0,0,0,1,0
533,0,1,1,1,0.9444444444444444,1,1,0,0,1,1,1,1,1,0.884577114427861,0.8494114931917842,0,0,1,0,0,1,0,0,1,0,0
534,1,0,0,0,0.013888888888888888,1,1,0,0,0,0,0,1,1,0.6641791044776121,0.007639049157627511,1,0,1,0,1,0,0,0,0,1,0
535,0,0,0,0,0.16666666666666666,1,1,0,0,1,0,1,0,1,0.709452736318408,0.11573390260789294,0,0,1,0,1,0,0,0,0,1,0
536,1,0,1,0,0.875,1,1,0,1,0,0,0,0,1,0.6298507462686568,0.5781502423263329,0,0,1,0,1,0,0,1,0,0,0
537,1,0,1,1,0.4583333333333333,1,0,1,1,1,0,0,0,1,0.40000000000000013,0.22347103623355652,0,1,0,0,0,1,0,0,0,0,1
538,1,0,1,0,0.9583333333333333,1,0,0,1,0,0,1,1,1,0.7701492537313436,0.7760673897992155,0,0,1,0,0,1,0,0,1,0,0
539,1,0,1,1,0.8333333333333333,1,0,0,1,1,1,1,1,1,0.6203980099502487,0.5686475882760214,0,1,0,0,0,0,1,1,0,0,0
540,1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.9437810945273634,0.9496538195245791,0,0,1,0,0,0,1,1,0,0,0
541,1,0,0,0,0.15277777777777776,1,1,0,0,0,0,0,1,1,0.40497512437810956,0.06725132702515581,0,1,0,0,1,0,0,0,0,0,1
542,1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.012935323383084566,8.654511885529665e-05,0,0,0,1,1,0,0,0,0,0,1
543,0,0,0,0,0.1388888888888889,1,1,0,0,0,0,1,0,1,0.6746268656716419,0.09408031387029775,1,0,1,0,1,0,0,1,0,0,0
544,0,0,0,0,0.18055555555555555,0,0,1,0,0,1,1,0,1,0.27164179104477615,0.06672051696284331,1,1,0,0,1,0,0,0,1,0,0
545,0,0,1,1,0.4722222222222222,1,0,0,0,0,0,0,1,1,0.6039800995024877,0.303300253865682,0,0,1,0,0,1,0,1,0,0,0
546,0,0,1,1,0.5416666666666666,1,0,0,1,0,0,1,0,1,0.6771144278606965,0.37470574659589206,1,0,1,0,1,0,0,0,0,0,1
547,1,0,0,0,0.9027777777777777,1,1,0,1,0,1,1,1,1,0.8636815920398012,0.776073159473806,0,0,1,0,0,1,0,1,0,0,0
548,0,1,1,0,0.6944444444444444,1,1,1,1,1,0,1,0,1,0.8323383084577117,0.6054350334641128,0,0,1,0,0,1,0,1,0,0,0
549,0,0,0,0,0.20833333333333331,1,0,0,0,0,0,0,0,0,0.01492537313432835,0.03378721440110779,0,0,0,1,1,0,0,0,0,0,1
550,0,0,1,1,1.0,1,1,1,1,1,0,1,1,1,0.9159203980099505,0.9171590122317104,0,0,1,0,0,0,1,1,0,0,0
551,1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.9686567164179106,0.9464112624048006,0,0,1,0,0,0,1,1,0,0,0
552,0,0,1,1,0.7638888888888888,1,0,0,0,0,0,0,0,0,0.010945273631840809,0.13090814678052162,0,0,0,1,0,0,1,1,0,0,0
553,1,0,1,1,0.3194444444444444,1,1,0,0,0,0,0,0,1,0.07313432835820895,0.057229402261712456,0,0,0,1,0,0,1,0,1,0,0
554,0,0,0,0,0.4444444444444444,1,1,0,1,0,0,0,0,1,0.6179104477611941,0.2974094161089315,1,0,1,0,1,0,0,1,0,0,0
555,1,0,1,1,0.7777777777777777,1,1,1,0,1,0,0,1,1,0.5024875621890548,0.4372490191553197,0,1,0,0,0,1,0,1,0,0,0
556,1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.016417910447761173,0.0001269328409877679,0,0,0,1,1,0,0,1,0,0,0
557,0,0,0,0,0.5277777777777778,1,0,1,1,0,1,1,0,0,0.5208955223880597,0.3103392568659128,0,1,0,0,0,1,0,0,0,0,1
558,0,0,0,0,0.15277777777777776,1,0,0,0,0,0,0,0,0,0.5169154228855722,0.08553542580198478,0,0,1,0,1,0,0,0,0,1,0
559,0,0,0,0,0.013888888888888888,1,0,0,0,0,1,0,0,1,0.30895522388059704,0.003519501500115394,0,1,0,0,1,0,0,0,0,1,0
560,0,0,1,0,0.7777777777777777,1,1,0,1,0,1,1,1,1,0.8855721393034829,0.694034156473575,0,0,1,0,0,1,0,0,0,1,0
561,0,0,1,0,0.041666666666666664,1,1,0,0,0,0,0,0,1,0.05323383084577117,0.008106392799446112,0,0,0,1,1,0,0,0,0,0,1
562,0,0,1,1,0.09722222222222221,1,0,1,0,0,0,1,1,0,0.5119402985074628,0.05739095315024234,0,1,0,0,1,0,0,0,1,0,0
563,0,0,1,1,0.8194444444444444,1,1,0,0,1,0,1,1,1,0.8084577114427862,0.6742384029540736,0,0,1,0,0,0,1,0,1,0,0
564,0,0,0,0,0.09722222222222221,1,0,0,0,1,1,1,0,0,0.4582089552238806,0.04929033002538658,0,1,0,0,1,0,0,1,0,0,0
565,0,0,1,1,0.986111111111111,1,0,1,0,1,1,0,1,1,0.5233830845771145,0.5717285945072699,0,1,0,0,0,0,1,0,1,0,0
566,0,0,1,1,0.20833333333333331,1,0,1,0,0,1,1,1,0,0.8323383084577117,0.19022040156935155,0,0,1,0,0,1,0,0,0,1,0
567,0,0,1,0,0.986111111111111,1,1,1,1,0,1,1,0,0,0.5497512437810946,0.6160800830833142,0,1,0,0,0,0,1,0,1,0,0
568,1,0,0,0,0.4861111111111111,1,1,0,0,1,0,1,1,1,0.8159203980099504,0.4048926840526195,1,0,1,0,1,0,0,0,0,1,0
569,1,0,0,0,0.15277777777777776,0,0,0,1,1,1,0,0,1,0.22039800995024877,0.04659589199169168,0,1,0,0,0,1,0,0,1,0,0
570,1,0,1,1,0.8333333333333333,1,0,0,0,0,0,0,0,1,0.00995024875621889,0.12513847219016852,0,0,0,1,0,0,1,0,1,0,0
571,0,1,0,0,0.6527777777777778,1,1,0,1,0,1,0,0,0,0.4114427860696519,0.3156242787906762,0,1,0,0,0,0,1,1,0,0,0
572,1,0,0,0,0.15277777777777776,1,0,0,0,1,1,0,1,0,0.4641791044776121,0.0782887145165013,0,1,0,0,0,1,0,0,1,0,0
573,0,0,1,0,0.7777777777777777,1,1,0,1,0,0,1,1,0,0.8164179104477614,0.645701592430187,1,0,1,0,0,1,0,0,1,0,0
574,1,1,1,0,0.38888888888888884,1,1,0,1,1,1,1,1,1,0.9213930348258709,0.367597507500577,0,0,1,0,1,0,0,0,0,1,0
575,0,0,1,0,0.8472222222222222,1,0,1,1,0,1,1,1,1,0.6248756218905474,0.5456785137318256,0,1,0,0,0,0,1,0,0,0,1
576,0,0,1,1,0.4305555555555555,1,1,1,0,1,0,1,0,0,0.7940298507462689,0.3534848834525733,0,0,1,0,0,1,0,1,0,0,0
577,0,0,0,0,0.125,1,0,0,0,0,0,0,0,1,0.5199004975124379,0.06682437110546967,0,0,1,0,1,0,0,0,0,1,0
578,0,1,1,0,0.4861111111111111,1,1,1,1,0,0,0,1,1,0.7592039800995026,0.3861758596815141,0,0,1,0,1,0,0,0,0,1,0
579,0,0,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,1,0.013930348258706458,0.0023078698361412415,0,0,0,1,1,0,0,0,0,0,1
580,1,0,1,1,0.16666666666666666,1,0,0,0,0,0,0,0,0,0.007462686567164175,0.02478075236556659,1,0,0,1,1,0,0,0,0,0,1
581,1,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0.5676616915422886,0.006519732287099009,1,0,1,0,1,0,0,0,0,0,1
582,1,1,0,0,0.05555555555555555,1,1,0,0,1,0,1,0,1,0.7059701492537315,0.037779829217632135,1,0,1,0,1,0,0,0,0,1,0
583,1,0,1,1,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.007462686567164175,2.307869836141227e-05,0,0,0,1,1,0,0,0,0,0,1
584,1,0,0,0,0.041666666666666664,1,0,0,0,0,0,0,0,1,0.017412935323383064,0.004950380798522965,0,0,0,1,1,0,0,0,0,0,1
585,1,1,0,0,0.013888888888888888,1,1,0,0,0,0,1,0,1,0.6711442786069652,0.007719824601892455,1,0,1,0,1,0,0,0,0,1,0
586,0,0,0,0,0.7222222222222222,1,0,1,1,0,0,1,0,1,0.4477611940298508,0.383527579044542,0,1,0,0,0,0,1,0,1,0,0
587,0,0,1,1,0.06944444444444445,1,0,0,0,0,0,0,0,0,0.018407960199004984,0.007650588506808218,0,0,0,1,0,1,0,0,0,0,1
588,0,0,1,0,1.0,1,1,1,1,1,0,0,1,1,0.8049751243781097,0.854292637895223,0,0,1,0,0,0,1,0,0,1,0
589,0,0,1,1,0.986111111111111,1,1,1,1,1,1,1,1,0,0.7179104477611942,0.7672801753981078,0,1,0,0,0,0,1,0,0,1,0
590,0,0,1,0,1.0,1,1,1,0,1,1,1,1,1,0.9318407960199008,0.9291772444034159,0,0,1,0,0,0,1,0,1,0,0
591,0,0,1,1,0.6388888888888888,1,1,0,0,0,0,0,0,0,0.0661691542288557,0.13339487652896379,0,0,0,1,0,1,0,0,0,1,0
592,0,0,1,1,0.875,1,1,1,1,1,0,1,1,0,0.6492537313432837,0.6249942303254098,0,1,0,0,0,0,1,0,1,0,0
593,0,0,0,0,0.41666666666666663,1,0,1,1,1,0,0,0,1,0.6572139303482588,0.27922917147472887,0,0,1,0,1,0,0,0,1,0,0
594,0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.27213930348258714,0.003092545580429265,0,1,0,0,1,0,0,0,0,0,1
595,1,0,0,0,0.16666666666666666,1,1,1,0,1,1,0,0,1,0.43184079601990055,0.08019270713131782,1,1,0,0,1,0,0,0,0,0,1
596,0,0,0,0,0.2222222222222222,0,0,1,1,1,1,1,0,0,0.364179104477612,0.10354834987306719,0,1,0,0,0,0,1,0,0,0,1
597,0,0,0,0,0.05555555555555555,1,1,0,0,0,1,0,1,0,0.47064676616915424,0.025201938610662365,0,1,0,0,1,0,0,0,0,0,1
598,0,0,1,0,0.7083333333333333,1,1,0,1,0,0,0,1,1,0.7174129353233831,0.5303196399723057,0,0,1,0,0,1,0,0,1,0,0
599,0,0,1,0,0.9027777777777777,1,0,0,0,0,0,0,0,1,0.02139303482587063,0.16104892684052624,0,0,0,1,0,0,1,0,1,0,0
600,0,0,0,0,0.2222222222222222,1,0,0,0,0,1,0,0,1,0.5601990049751244,0.13289868451419343,0,0,1,0,1,0,0,0,1,0,0
601,0,0,0,0,0.027777777777777776,1,0,0,0,0,0,0,0,0,0.016915422885572132,0.003334871913224095,0,0,0,1,0,1,0,0,0,0,1
602,1,0,1,1,0.9166666666666666,1,1,0,0,0,0,0,0,1,0.5572139303482588,0.5585564274174938,0,0,1,0,0,1,0,1,0,0,0
603,0,0,0,0,0.6388888888888888,1,1,0,1,1,1,1,1,0,0.8995024875621892,0.5636279713824142,0,0,1,0,0,0,1,0,0,1,0
604,1,0,0,0,0.4444444444444444,1,1,1,0,1,1,1,1,1,0.9084577114427862,0.4141703207939073,0,0,1,0,0,1,0,1,0,0,0
605,0,0,1,0,1.0,1,1,1,0,1,1,1,1,0,0.6805970149253733,0.7010673897992155,0,1,0,0,0,0,1,0,1,0,0
606,0,0,1,1,0.5277777777777778,1,0,1,0,1,1,1,1,0,0.6243781094527364,0.3538079852296331,0,1,0,0,0,0,1,0,1,0,0
607,0,0,0,1,0.7083333333333333,1,0,0,0,0,1,0,0,0,0.2945273631840797,0.26978421417032084,0,1,0,0,0,1,0,0,1,0,0
608,0,0,1,1,1.0,1,1,1,1,1,1,1,1,0,0.9582089552238807,0.9562947149780754,0,0,1,0,0,0,1,1,0,0,0
609,1,1,1,0,0.9027777777777777,1,1,1,0,1,0,1,1,0,0.8656716417910449,0.7809369951534735,1,0,1,0,1,0,0,1,0,0,0
610,0,0,1,1,0.125,0,0,0,1,0,0,0,0,1,0.1164179104477612,0.026557812139395343,1,1,0,0,1,0,0,0,0,1,0
611,1,0,1,1,0.125,1,0,1,1,1,1,0,0,0,0.4651741293532339,0.07434225709669975,1,1,0,0,1,0,0,0,0,0,1
612,0,0,0,1,0.9166666666666666,1,0,0,0,0,0,0,0,0,0.022885572139303482,0.1544311100853912,0,0,0,1,0,0,1,0,0,0,1
613,1,1,0,0,0.611111111111111,1,1,1,1,1,0,1,1,1,0.910945273631841,0.5586833602584815,0,0,1,0,0,1,0,0,1,0,0
614,0,0,0,0,0.6944444444444444,1,1,0,0,1,1,0,1,0,0.509950248756219,0.3922686360489269,0,1,0,0,0,0,1,1,0,0,0
615,1,0,0,0,0.20833333333333331,1,1,0,0,0,0,0,0,0,0.30447761194029854,0.07069005308100625,0,1,0,0,1,0,0,0,0,0,1
616,0,0,0,0,0.1111111111111111,0,0,0,0,0,0,0,0,1,0.06965174129353237,0.019328409877682903,0,1,0,0,1,0,0,0,1,0,0
617,1,1,0,0,0.9166666666666666,1,1,0,0,1,1,1,1,1,0.8417910447761195,0.8029021463189479,0,0,1,0,0,1,0,0,1,0,0
618,1,0,0,0,0.7916666666666666,1,1,1,1,0,1,0,0,1,0.6895522388059702,0.5615105008077546,0,0,1,0,1,0,0,1,0,0,0
619,1,0,0,0,0.09722222222222221,1,1,0,1,0,0,0,0,1,0.6000000000000001,0.05817562889453037,0,0,1,0,1,0,0,1,0,0,0
620,0,1,1,1,0.1388888888888889,0,0,0,0,0,0,0,1,1,0.16218905472636816,0.03967228248326796,0,1,0,0,1,0,0,1,0,0,0
621,1,0,0,0,0.861111111111111,1,1,1,1,1,0,0,0,1,0.7343283582089553,0.6620124624971153,0,0,1,0,0,1,0,0,0,1,0
622,0,0,1,1,0.5555555555555556,1,0,0,0,1,0,1,0,1,0.6646766169154229,0.38505077313639524,0,0,1,0,0,1,0,0,0,1,0
623,1,0,0,0,0.2777777777777778,1,0,0,0,0,0,0,0,0,0.01442786069651739,0.04478998384491116,0,0,0,1,0,0,1,0,0,0,1
624,1,0,0,0,0.09722222222222221,1,0,0,0,0,0,0,0,0,0.017412935323383064,0.013708746826678976,1,0,0,1,1,0,0,1,0,0,0
